GnmRandomGraph-4.8M.txt	0.0	200	2.06329827721e-07
GnmRandomGraph-4.8M.txt	0.02	200	3.40444215739e-07
PrefAttachSynthetic-4.8M.txt	0.0	200	2.06329827721e-07
PrefAttachSynthetic-4.8M.txt	0.02	200	7.3143923927e-07
PrefAttachSynthetic-4.8M.txt	0.04	200	0.0159751560318
PrefAttachSynthetic-4.8M.txt	0.06	200	0.0856701097613
PrefAttachSynthetic-4.8M.txt	0.08	200	0.203957217304
PrefAttachSynthetic-4.8M.txt	0.1	200	0.365979040191
PrefAttachSynthetic-4.8M.txt	0.12	200	0.498828103319
PrefAttachSynthetic-4.8M.txt	0.14	200	0.612325173126
PrefAttachSynthetic-4.8M.txt	0.16	200	0.696541603624
PrefAttachSynthetic-4.8M.txt	0.18	200	0.769825420206
PrefAttachSynthetic-4.8M.txt	0.2	200	0.810533086123
PrefAttachSynthetic-4.8M.txt	0.22	200	0.873169699681
PrefAttachSynthetic-4.8M.txt	0.24	200	0.875903321271
PrefAttachSynthetic-4.8M.txt	0.26	200	0.922094389087
PrefAttachSynthetic-4.8M.txt	0.28	200	0.951565261402
PrefAttachSynthetic-4.8M.txt	0.3	200	0.944914199804
PrefAttachSynthetic-4.8M.txt	0.32	200	0.975462659563
PrefAttachSynthetic-4.8M.txt	0.34	200	0.980224655011
PrefAttachSynthetic-4.8M.txt	0.36	200	0.983877488364
PrefAttachSynthetic-4.8M.txt	0.38	200	0.986677325322
PrefAttachSynthetic-4.8M.txt	0.4	200	0.973903113496
SmallWorldGraph-4.8M.txt	0.0	200	2.06329827721e-07
SmallWorldGraph-4.8M.txt	0.02	200	3.04336495888e-07
SmallWorldGraph-4.8M.txt	0.04	200	7.06679659944e-07
SmallWorldGraph-4.8M.txt	0.06	200	0.0108343761587
SmallWorldGraph-4.8M.txt	0.08	200	0.271217486288
SmallWorldGraph-4.8M.txt	0.1	200	0.518661081387
SmallWorldGraph-4.8M.txt	0.12	200	0.67040335418
SmallWorldGraph-4.8M.txt	0.14	200	0.796579024634
SmallWorldGraph-4.8M.txt	0.16	200	0.886338260421
SmallWorldGraph-4.8M.txt	0.18	200	0.89979459453
SmallWorldGraph-4.8M.txt	0.2	200	0.953252775291
SmallWorldGraph-4.8M.txt	0.22	200	0.963422721948
SmallWorldGraph-4.8M.txt	0.24	200	0.970226291207
SmallWorldGraph-4.8M.txt	0.26	200	0.979781056198
SmallWorldGraph-4.8M.txt	0.28	200	0.992871437535
SmallWorldGraph-4.8M.txt	0.3	200	0.990086567743
SmallWorldGraph-4.8M.txt	0.32	200	0.996572076477
SmallWorldGraph-4.8M.txt	0.34	200	0.997617333067
SmallWorldGraph-4.8M.txt	0.36	200	0.988358610113
SmallWorldGraph-4.8M.txt	0.38	200	0.998846142736
SmallWorldGraph-4.8M.txt	0.4	200	0.99919542509
SocialNetwork-4.8M.txt	0.0	200	2.06329827721e-07
SocialNetwork-4.8M.txt	0.02	200	0.00498924505773
SocialNetwork-4.8M.txt	0.04	200	0.0293457157365
SocialNetwork-4.8M.txt	0.06	200	0.0793036048503
SocialNetwork-4.8M.txt	0.08	200	0.132971829376
SocialNetwork-4.8M.txt	0.1	200	0.153896881304
SocialNetwork-4.8M.txt	0.12	200	0.185036255246
SocialNetwork-4.8M.txt	0.14	200	0.231020050307
SocialNetwork-4.8M.txt	0.16	200	0.257529339586
SocialNetwork-4.8M.txt	0.18	200	0.323064999673
SocialNetwork-4.8M.txt	0.2	200	0.308802838232
SocialNetwork-4.8M.txt	0.22	200	0.355530076802
SocialNetwork-4.8M.txt	0.24	200	0.387564696265
SocialNetwork-4.8M.txt	0.26	200	0.439619607235
SocialNetwork-4.8M.txt	0.28	200	0.459008876103
SocialNetwork-4.8M.txt	0.3	200	0.481346872628
SocialNetwork-4.8M.txt	0.32	200	0.499821248217
SocialNetwork-4.8M.txt	0.34	200	0.492392867879
SocialNetwork-4.8M.txt	0.36	200	0.539389433932
SocialNetwork-4.8M.txt	0.38	200	0.568275014551
SocialNetwork-4.8M.txt	0.4	200	0.608847116613
