Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,7625236775,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,,,6591986,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,,,6529403,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,40,Austria,AUT,TOTAL,All commodities,1,No Quantity,,,7087490,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,48,Bahrain,BHR,TOTAL,All commodities,1,No Quantity,,,114959,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,50,Bangladesh,BGD,TOTAL,All commodities,1,No Quantity,,,82295180,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,56,Belgium,BEL,TOTAL,All commodities,1,No Quantity,,,1945126,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,72,Botswana,BWA,TOTAL,All commodities,1,No Quantity,,,476836,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,76,Brazil,BRA,TOTAL,All commodities,1,No Quantity,,,2290191,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,96,Brunei Darussalam,BRN,TOTAL,All commodities,1,No Quantity,,,397910,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,100,Bulgaria,BGR,TOTAL,All commodities,1,No Quantity,,,5996075,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,120,Cameroon,CMR,TOTAL,All commodities,1,No Quantity,,,22750,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,,,9582,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,144,Sri Lanka,LKA,TOTAL,All commodities,1,No Quantity,,,983499,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,152,Chile,CHL,TOTAL,All commodities,1,No Quantity,,,13239,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,156,China,CHN,TOTAL,All commodities,1,No Quantity,,,476272082,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,170,Colombia,COL,TOTAL,All commodities,1,No Quantity,,,724323,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,188,Costa Rica,CRI,TOTAL,All commodities,1,No Quantity,,,100,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,203,Czech Rep.,CZE,TOTAL,All commodities,1,No Quantity,,,76168,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,208,Denmark,DNK,TOTAL,All commodities,1,No Quantity,,,859471,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,214,Dominican Rep.,DOM,TOTAL,All commodities,1,No Quantity,,,166300,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,251,France,FRA,TOTAL,All commodities,1,No Quantity,,,1297707,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,268,Georgia,GEO,TOTAL,All commodities,1,No Quantity,,,35857845,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,300,Greece,GRC,TOTAL,All commodities,1,No Quantity,,,234084,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,344,"China, Hong Kong SAR",HKG,TOTAL,All commodities,1,No Quantity,,,1611752781,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,348,Hungary,HUN,TOTAL,All commodities,1,No Quantity,,,110995,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,360,Indonesia,IDN,TOTAL,All commodities,1,No Quantity,,,38208372,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,364,Iran,IRN,TOTAL,All commodities,1,No Quantity,,,298589,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,368,Iraq,IRQ,TOTAL,All commodities,1,No Quantity,,,23492,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,372,Ireland,IRL,TOTAL,All commodities,1,No Quantity,,,119519,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,376,Israel,ISR,TOTAL,All commodities,1,No Quantity,,,1231,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,381,Italy,ITA,TOTAL,All commodities,1,No Quantity,,,5815104,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,384,Côte d'Ivoire,CIV,TOTAL,All commodities,1,No Quantity,,,85213397,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,392,Japan,JPN,TOTAL,All commodities,1,No Quantity,,,215152055,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,400,Jordan,JOR,TOTAL,All commodities,1,No Quantity,,,567031,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,410,Rep. of Korea,KOR,TOTAL,All commodities,1,No Quantity,,,125442018,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,414,Kuwait,KWT,TOTAL,All commodities,1,No Quantity,,,65985406,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,418,Lao People's Dem. Rep.,LAO,TOTAL,All commodities,1,No Quantity,,,4452,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,422,Lebanon,LBN,TOTAL,All commodities,1,No Quantity,,,3000,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,446,"China, Macao SAR",MAC,TOTAL,All commodities,1,No Quantity,,,132309,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,458,Malaysia,MYS,TOTAL,All commodities,1,No Quantity,,,162848339,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,484,Mexico,MEX,TOTAL,All commodities,1,No Quantity,,,1245416,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,490,"Other Asia, nes",,TOTAL,All commodities,1,No Quantity,,,32768,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,512,Oman,OMN,TOTAL,All commodities,1,No Quantity,,,453985,0
S1,2010,2010,2010,0,0,2,Export,104,Myanmar,MMR,528,Netherlands,NLD,TOTAL,All commodities,1,No Quantity,,,5186822,0
