Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,66736016000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,4,Afghanistan,AFG,TOTAL,All commodities,1,No Quantity,,,218000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,8,Albania,ALB,TOTAL,All commodities,1,No Quantity,,,15921000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,20,Andorra,AND,TOTAL,All commodities,1,No Quantity,,,23000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,24,Angola,AGO,TOTAL,All commodities,1,No Quantity,,,28219000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,28,Antigua and Barbuda,ATG,TOTAL,All commodities,1,No Quantity,,,54000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,31,Azerbaijan,AZE,TOTAL,All commodities,1,No Quantity,,,106226000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,,,121551000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,,,580639000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,40,Austria,AUT,TOTAL,All commodities,1,No Quantity,,,88103000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,44,Bahamas,BHS,TOTAL,All commodities,1,No Quantity,,,231000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,48,Bahrain,BHR,TOTAL,All commodities,1,No Quantity,,,197000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,50,Bangladesh,BGD,TOTAL,All commodities,1,No Quantity,,,413000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,51,Armenia,ARM,TOTAL,All commodities,1,No Quantity,,,4032000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,52,Barbados,BRB,TOTAL,All commodities,1,No Quantity,,,433000,0
S1,2013,2013,2013,0,0,2,Export,376,Israel,ISR,56,Belgium,BEL,TOTAL,All commodities,1,No Quantity,,,3110871000,0
