Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,22561916650,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,4,Afghanistan,AFG,TOTAL,All commodities,1,No Quantity,,,28455,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,12,Algeria,DZA,TOTAL,All commodities,1,No Quantity,,,63330558,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,20,Andorra,AND,TOTAL,All commodities,1,No Quantity,,,12647,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,24,Angola,AGO,TOTAL,All commodities,1,No Quantity,,,1194974,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,,,451794,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,,,109371045,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,40,Austria,AUT,TOTAL,All commodities,1,No Quantity,,,117473,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,50,Bangladesh,BGD,TOTAL,All commodities,1,No Quantity,,,4060014,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,56,Belgium,BEL,TOTAL,All commodities,1,No Quantity,,,3633564,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,70,Bosnia Herzegovina,BIH,TOTAL,All commodities,1,No Quantity,,,16984838,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,76,Brazil,BRA,TOTAL,All commodities,1,No Quantity,,,22839243,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,104,Myanmar,MMR,TOTAL,All commodities,1,No Quantity,,,35984,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,108,Burundi,BDI,TOTAL,All commodities,1,No Quantity,,,22739,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,,,738802,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,132,Cabo Verde,CPV,TOTAL,All commodities,1,No Quantity,,,3779,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,144,Sri Lanka,LKA,TOTAL,All commodities,1,No Quantity,,,234205,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,152,Chile,CHL,TOTAL,All commodities,1,No Quantity,,,153885,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,156,China,CHN,TOTAL,All commodities,1,No Quantity,,,397037924,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,170,Colombia,COL,TOTAL,All commodities,1,No Quantity,,,478810,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,180,Dem. Rep. of the Congo,COD,TOTAL,All commodities,1,No Quantity,,,9308,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,188,Costa Rica,CRI,TOTAL,All commodities,1,No Quantity,,,336031,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,191,Croatia,HRV,TOTAL,All commodities,1,No Quantity,,,89849,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,196,Cyprus,CYP,TOTAL,All commodities,1,No Quantity,,,373051,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,203,Czech Rep.,CZE,TOTAL,All commodities,1,No Quantity,,,7043105,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,208,Denmark,DNK,TOTAL,All commodities,1,No Quantity,,,6200757,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,212,Dominica,DMA,TOTAL,All commodities,1,No Quantity,,,101047,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,218,Ecuador,ECU,TOTAL,All commodities,1,No Quantity,,,87347,0
S1,2011,2011,2011,0,0,2,Export,48,Bahrain,BHR,231,Ethiopia,ETH,TOTAL,All commodities,1,No Quantity,,,95819,0
