Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,176985648,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,,,3410,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,,,138629,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,58,Belgium-Luxembourg,BEL,TOTAL,All commodities,1,No Quantity,,,2886197,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,116,Cambodia,KHM,TOTAL,All commodities,1,No Quantity,,,3633,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,,,1347318,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,156,China,CHN,TOTAL,All commodities,1,No Quantity,,,69167,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,174,Comoros,COM,TOTAL,All commodities,1,No Quantity,,,1169,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,178,Congo,COG,TOTAL,All commodities,1,No Quantity,,,1619,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,200,Czechoslovakia,CSK,TOTAL,All commodities,1,No Quantity,,,163749,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,208,Denmark,DNK,TOTAL,All commodities,1,No Quantity,,,67885,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,246,Finland,FIN,TOTAL,All commodities,1,No Quantity,,,1901279,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,251,France,FRA,TOTAL,All commodities,1,No Quantity,,,9793352,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,262,Djibouti,DJI,TOTAL,All commodities,1,No Quantity,,,13474109,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,276,Germany,DEU,TOTAL,All commodities,1,No Quantity,,,18755588,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,300,Greece,GRC,TOTAL,All commodities,1,No Quantity,,,76925,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,344,"China, Hong Kong SAR",HKG,TOTAL,All commodities,1,No Quantity,,,43971,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,360,Indonesia,IDN,TOTAL,All commodities,1,No Quantity,,,200229,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,376,Israel,ISR,TOTAL,All commodities,1,No Quantity,,,41602,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,381,Italy,ITA,TOTAL,All commodities,1,No Quantity,,,12384643,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,392,Japan,JPN,TOTAL,All commodities,1,No Quantity,,,40639604,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,404,Kenya,KEN,TOTAL,All commodities,1,No Quantity,,,35469,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,410,Rep. of Korea,KOR,TOTAL,All commodities,1,No Quantity,,,698599,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,422,Lebanon,LBN,TOTAL,All commodities,1,No Quantity,,,11182,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,454,Malawi,MWI,TOTAL,All commodities,1,No Quantity,,,7017,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,458,Malaysia,MYS,TOTAL,All commodities,1,No Quantity,,,856555,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,466,Mali,MLI,TOTAL,All commodities,1,No Quantity,,,30806,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,480,Mauritius,MUS,TOTAL,All commodities,1,No Quantity,,,31355,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,484,Mexico,MEX,TOTAL,All commodities,1,No Quantity,,,11826,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,490,"Other Asia, nes",,TOTAL,All commodities,1,No Quantity,,,17039,0
S1,1992,1992,1992,0,0,2,Export,230,Fmr Ethiopia,ETH,524,Nepal,NPL,TOTAL,All commodities,1,No Quantity,,,152030,0
