Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,150468261,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,8,Albania,ALB,TOTAL,All commodities,1,No Quantity,,,385,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,,,177207,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,,,164,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,40,Austria,AUT,TOTAL,All commodities,1,No Quantity,,,442906,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,56,Belgium,BEL,TOTAL,All commodities,1,No Quantity,,,2237222,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,70,Bosnia Herzegovina,BIH,TOTAL,All commodities,1,No Quantity,,,3698,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,100,Bulgaria,BGR,TOTAL,All commodities,1,No Quantity,,,2199,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,,,16409,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,132,Cabo Verde,CPV,TOTAL,All commodities,1,No Quantity,,,20364,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,152,Chile,CHL,TOTAL,All commodities,1,No Quantity,,,24131,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,156,China,CHN,TOTAL,All commodities,1,No Quantity,,,10914,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,188,Costa Rica,CRI,TOTAL,All commodities,1,No Quantity,,,2118,0
S1,2006,2006,2006,0,0,2,Export,20,Andorra,AND,192,Cuba,CUB,TOTAL,All commodities,1,No Quantity,,,15230,0
