Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,899,"Areas, nes",,TOTAL,All commodities,1,No Quantity,,,8416,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,841,USA (before 1981),USA,TOTAL,All commodities,1,No Quantity,,,4202,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,826,United Kingdom,GBR,TOTAL,All commodities,1,No Quantity,,,1811,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,764,Thailand,THA,TOTAL,All commodities,1,No Quantity,,,8237122,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,757,Switzerland,CHE,TOTAL,All commodities,1,No Quantity,,,949,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,702,Singapore,SGP,TOTAL,All commodities,1,No Quantity,,,186688,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,490,"Other Asia, nes",,TOTAL,All commodities,1,No Quantity,,,20087,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,458,Malaysia,MYS,TOTAL,All commodities,1,No Quantity,,,1226364,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,392,Japan,JPN,TOTAL,All commodities,1,No Quantity,,,414878,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,344,"China, Hong Kong SAR",HKG,TOTAL,All commodities,1,No Quantity,,,1121333,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,251,France,FRA,TOTAL,All commodities,1,No Quantity,,,27688,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,,,1716,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,116,Cambodia,KHM,TOTAL,All commodities,1,No Quantity,,,70528,0
S1,1974,1974,1974,0,0,2,Export,418,Lao People's Dem. Rep.,LAO,0,World,WLD,TOTAL,All commodities,1,No Quantity,,,11321782,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,899,"Areas, nes",,TOTAL,All commodities,1,No Quantity,,,344798,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,894,Zambia,ZMB,TOTAL,All commodities,1,No Quantity,,,8218023,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,890,Fmr Yugoslavia,YUG,TOTAL,All commodities,1,No Quantity,,,30442136,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,886,Fmr Arab Rep. of Yemen,YEM,TOTAL,All commodities,1,No Quantity,,,4182172,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,882,Samoa,WSM,TOTAL,All commodities,1,No Quantity,,,7867,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,868,Fmr Rep. of Vietnam,VNM,TOTAL,All commodities,1,No Quantity,,,804507,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,866,Fmr Dem. Rep. of Vietnam,VDR,TOTAL,All commodities,1,No Quantity,,,108131,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,862,Venezuela,VEN,TOTAL,All commodities,1,No Quantity,,,153433,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,858,Uruguay,URY,TOTAL,All commodities,1,No Quantity,,,1120376,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,850,US Virgin Isds,VIR,TOTAL,All commodities,1,No Quantity,,,79384,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,849,US Misc. Pacific Isds,,TOTAL,All commodities,1,No Quantity,,,51216,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,841,USA (before 1981),USA,TOTAL,All commodities,1,No Quantity,,,509546624,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,839,Special Categories,,TOTAL,All commodities,1,No Quantity,,,20306562,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,834,United Rep. of Tanzania,TZA,TOTAL,All commodities,1,No Quantity,,,9610155,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,826,United Kingdom,GBR,TOTAL,All commodities,1,No Quantity,,,384777376,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,818,Egypt,EGY,TOTAL,All commodities,1,No Quantity,,,44784120,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,810,Fmr USSR,SUN,TOTAL,All commodities,1,No Quantity,,,469919264,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,800,Uganda,UGA,TOTAL,All commodities,1,No Quantity,,,4602059,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,792,Turkey,TUR,TOTAL,All commodities,1,No Quantity,,,8853262,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,788,Tunisia,TUN,TOTAL,All commodities,1,No Quantity,,,1389001,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,784,United Arab Emirates,ARE,TOTAL,All commodities,1,No Quantity,,,56111664,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,780,Trinidad and Tobago,TTO,TOTAL,All commodities,1,No Quantity,,,849233,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,776,Tonga,TON,TOTAL,All commodities,1,No Quantity,,,27741,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,772,Tokelau,TKL,TOTAL,All commodities,1,No Quantity,,,1799,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,768,Togo,TGO,TOTAL,All commodities,1,No Quantity,,,112396,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,764,Thailand,THA,TOTAL,All commodities,1,No Quantity,,,15713015,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,760,Syria,SYR,TOTAL,All commodities,1,No Quantity,,,9640478,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,757,Switzerland,CHE,TOTAL,All commodities,1,No Quantity,,,19593984,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,752,Sweden,SWE,TOTAL,All commodities,1,No Quantity,,,19573488,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,740,Suriname,SUR,TOTAL,All commodities,1,No Quantity,,,175728,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,736,Fmr Sudan,SDN,TOTAL,All commodities,1,No Quantity,,,54232548,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,724,Spain,ESP,TOTAL,All commodities,1,No Quantity,,,11681884,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,720,Fmr Dem. Yemen,YMD,TOTAL,All commodities,1,No Quantity,,,21316158,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,711,So. African Customs Union,ZAF,TOTAL,All commodities,1,No Quantity,,,3385985,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,706,Somalia,SOM,TOTAL,All commodities,1,No Quantity,,,1966095,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,702,Singapore,SGP,TOTAL,All commodities,1,No Quantity,,,52437160,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,694,Sierra Leone,SLE,TOTAL,All commodities,1,No Quantity,,,3069432,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,690,Seychelles,SYC,TOTAL,All commodities,1,No Quantity,,,230444,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,686,Senegal,SEN,TOTAL,All commodities,1,No Quantity,,,312535,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,682,Saudi Arabia,SAU,TOTAL,All commodities,1,No Quantity,,,44984608,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,646,Rwanda,RWA,TOTAL,All commodities,1,No Quantity,,,6586,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,642,Romania,ROU,TOTAL,All commodities,1,No Quantity,,,22254540,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,638,Réunion,REU,TOTAL,All commodities,1,No Quantity,,,499024,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,634,Qatar,QAT,TOTAL,All commodities,1,No Quantity,,,11094878,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,626,Timor-Leste,TLS,TOTAL,All commodities,1,No Quantity,,,2365,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,616,Poland,POL,TOTAL,All commodities,1,No Quantity,,,85391536,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,608,Philippines,PHL,TOTAL,All commodities,1,No Quantity,,,6262026,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,604,Peru,PER,TOTAL,All commodities,1,No Quantity,,,860195,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,600,Paraguay,PRY,TOTAL,All commodities,1,No Quantity,,,402577,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,598,Papua New Guinea,PNG,TOTAL,All commodities,1,No Quantity,,,811622,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,592,Fmr Panama-Canal-Zone,PCZ,TOTAL,All commodities,1,No Quantity,,,70152,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,590,"Fmr Panama, excl.Canal Zone",PAN,TOTAL,All commodities,1,No Quantity,,,957085,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,582,Fmr Pacific Isds,PCI,TOTAL,All commodities,1,No Quantity,,,3110,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,579,Norway,NOR,TOTAL,All commodities,1,No Quantity,,,5927834,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,566,Nigeria,NGA,TOTAL,All commodities,1,No Quantity,,,21435720,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,562,Niger,NER,TOTAL,All commodities,1,No Quantity,,,14521,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,558,Nicaragua,NIC,TOTAL,All commodities,1,No Quantity,,,43400,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,554,New Zealand,NZL,TOTAL,All commodities,1,No Quantity,,,28857346,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,540,New Caledonia,NCL,TOTAL,All commodities,1,No Quantity,,,30514,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,532,Neth. Antilles and Aruba,ANT,TOTAL,All commodities,1,No Quantity,,,674365,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,528,Netherlands,NLD,TOTAL,All commodities,1,No Quantity,,,96522984,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,524,Nepal,NPL,TOTAL,All commodities,1,No Quantity,,,34814296,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,512,Oman,OMN,TOTAL,All commodities,1,No Quantity,,,17159268,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,508,Mozambique,MOZ,TOTAL,All commodities,1,No Quantity,,,2700628,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,504,Morocco,MAR,TOTAL,All commodities,1,No Quantity,,,8354801,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,496,Mongolia,MNG,TOTAL,All commodities,1,No Quantity,,,1469,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,490,"Other Asia, nes",,TOTAL,All commodities,1,No Quantity,,,3340004,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,484,Mexico,MEX,TOTAL,All commodities,1,No Quantity,,,656476,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,480,Mauritius,MUS,TOTAL,All commodities,1,No Quantity,,,5479639,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,470,Malta,MLT,TOTAL,All commodities,1,No Quantity,,,431208,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,466,Mali,MLI,TOTAL,All commodities,1,No Quantity,,,4244,0
S1,1974,1974,1974,0,0,2,Export,356,"India, excl. Sikkim",IND,462,Maldives,MDV,TOTAL,All commodities,1,No Quantity,,,798683,0
