Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,0,World,WLD,TOTAL,All commodities,1,No Quantity,0,0,11882409330,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,4,Afghanistan,AFG,TOTAL,All commodities,1,No Quantity,0,0,6149005,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,8,Albania,ALB,TOTAL,All commodities,1,No Quantity,0,0,18744659,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,12,Algeria,DZA,TOTAL,All commodities,1,No Quantity,0,0,51199866,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,24,Angola,AGO,TOTAL,All commodities,1,No Quantity,0,0,1827540,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,32,Argentina,ARG,TOTAL,All commodities,1,No Quantity,0,0,10240503,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,0,0,33369115,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,40,Austria,AUT,TOTAL,All commodities,1,No Quantity,0,0,701984438,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,48,Bahrain,BHR,TOTAL,All commodities,1,No Quantity,0,0,122822,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,50,Bangladesh,BGD,TOTAL,All commodities,1,No Quantity,0,0,4447489,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,58,Belgium-Luxembourg,BEL,TOTAL,All commodities,1,No Quantity,0,0,125572781,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,68,Bolivia (Plurinational State of),BOL,TOTAL,All commodities,1,No Quantity,0,0,2499556,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,76,Brazil,BRA,TOTAL,All commodities,1,No Quantity,0,0,26089207,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,100,Bulgaria,BGR,TOTAL,All commodities,1,No Quantity,0,0,170218466,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,104,Myanmar,MMR,TOTAL,All commodities,1,No Quantity,0,0,1399235,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,108,Burundi,BDI,TOTAL,All commodities,1,No Quantity,0,0,458113,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,116,Cambodia,KHM,TOTAL,All commodities,1,No Quantity,0,0,1282816,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,120,Cameroon,CMR,TOTAL,All commodities,1,No Quantity,0,0,120559,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,0,0,51372369,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,144,Sri Lanka,LKA,TOTAL,All commodities,1,No Quantity,0,0,1284031,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,152,Chile,CHL,TOTAL,All commodities,1,No Quantity,0,0,3090373,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,156,China,CHN,TOTAL,All commodities,1,No Quantity,0,0,220571825,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,170,Colombia,COL,TOTAL,All commodities,1,No Quantity,0,0,5330264,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,180,Dem. Rep. of the Congo,COD,TOTAL,All commodities,1,No Quantity,0,0,1128143,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,188,Costa Rica,CRI,TOTAL,All commodities,1,No Quantity,0,0,1567212,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,192,Cuba,CUB,TOTAL,All commodities,1,No Quantity,0,0,75003696,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,196,Cyprus,CYP,TOTAL,All commodities,1,No Quantity,0,0,19247540,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,204,Benin,BEN,TOTAL,All commodities,1,No Quantity,0,0,529654,0
S1,1990,1990,1990,0,0,2,Export,200,Czechoslovakia,CSK,208,Denmark,DNK,TOTAL,All commodities,1,No Quantity,0,0,76527851,0
