Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,0,World,WLD,TOTAL,All commodities,1,No Quantity,0,0,2620089,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,28,Antigua and Barbuda,ATG,TOTAL,All commodities,1,No Quantity,0,0,775,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,36,Australia,AUS,TOTAL,All commodities,1,No Quantity,0,0,120,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,44,Bahamas,BHS,TOTAL,All commodities,1,No Quantity,0,0,3818,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,48,Bahrain,BHR,TOTAL,All commodities,1,No Quantity,0,0,9281,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,52,Barbados,BRB,TOTAL,All commodities,1,No Quantity,0,0,1000,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,58,Belgium-Luxembourg,BEL,TOTAL,All commodities,1,No Quantity,0,0,285,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,60,Bermuda,BMU,TOTAL,All commodities,1,No Quantity,0,0,494,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,76,Brazil,BRA,TOTAL,All commodities,1,No Quantity,0,0,1400,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,84,Belize,BLZ,TOTAL,All commodities,1,No Quantity,0,0,2648,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,92,Br. Virgin Isds,VGB,TOTAL,All commodities,1,No Quantity,0,0,1000,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,124,Canada,CAN,TOTAL,All commodities,1,No Quantity,0,0,6340,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,156,China,CHN,TOTAL,All commodities,1,No Quantity,0,0,50,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,188,Costa Rica,CRI,TOTAL,All commodities,1,No Quantity,0,0,4329,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,208,Denmark,DNK,TOTAL,All commodities,1,No Quantity,0,0,56,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,251,France,FRA,TOTAL,All commodities,1,No Quantity,0,0,6949,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,280,Fmr Fed. Rep. of Germany,DEU,TOTAL,All commodities,1,No Quantity,0,0,880748,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,300,Greece,GRC,TOTAL,All commodities,1,No Quantity,0,0,1000,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,320,Guatemala,GTM,TOTAL,All commodities,1,No Quantity,0,0,4000,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,332,Haiti,HTI,TOTAL,All commodities,1,No Quantity,0,0,58565,0
S1,1980,1980,1980,0,0,2,Export,136,Cayman Isds,CYM,344,"China, Hong Kong SAR",HKG,TOTAL,All commodities,1,No Quantity,0,0,50000,0
